benchmark,variant,seed,workload_scale,config,firmware_source,compiler_backed,cycles,commits,events,capsule_bytes,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,baseline_config,status,notes
mmio_ordering_bug,failing,3,short,baseline_no_recorder,compiler_c_scaled,true,1535,337,0,0,0.002142,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,4,short,baseline_no_recorder,compiler_c_scaled,true,1535,337,0,0,0.002112,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,5,short,baseline_no_recorder,compiler_c_scaled,true,1535,337,0,0,0.002191,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,1,medium,baseline_no_recorder,compiler_c_scaled,true,5951,1297,0,0,0.002887,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,2,medium,baseline_no_recorder,compiler_c_scaled,true,5951,1297,0,0,0.002894,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,3,medium,baseline_no_recorder,compiler_c_scaled,true,5951,1297,0,0,0.002859,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,4,medium,baseline_no_recorder,compiler_c_scaled,true,5951,1297,0,0,0.002828,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,5,medium,baseline_no_recorder,compiler_c_scaled,true,5951,1297,0,0,0.002854,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,1,long,baseline_no_recorder,compiler_c_scaled,true,23615,5137,0,0,0.005577,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,2,long,baseline_no_recorder,compiler_c_scaled,true,23615,5137,0,0,0.005548,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,3,long,baseline_no_recorder,compiler_c_scaled,true,23615,5137,0,0,0.005682,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,4,long,baseline_no_recorder,compiler_c_scaled,true,23615,5137,0,0,0.005681,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,5,long,baseline_no_recorder,compiler_c_scaled,true,23615,5137,0,0,0.005763,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,1,stress,baseline_no_recorder,compiler_c_scaled,true,94271,20497,0,0,0.016702,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,2,stress,baseline_no_recorder,compiler_c_scaled,true,94271,20497,0,0,0.016743,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,3,stress,baseline_no_recorder,compiler_c_scaled,true,94271,20497,0,0,0.016847,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,4,stress,baseline_no_recorder,compiler_c_scaled,true,94271,20497,0,0,0.016804,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,failing,5,stress,baseline_no_recorder,compiler_c_scaled,true,94271,20497,0,0,0.016966,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,1,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002988,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,2,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002833,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,3,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002807,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,4,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002718,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,5,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002704,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,1,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003550,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,2,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003443,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,3,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003478,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,4,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003507,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,5,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003502,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,1,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009830,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,2,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009911,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,3,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009938,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,4,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009935,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,5,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009958,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,1,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017694,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,2,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017818,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,3,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017935,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,4,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017653,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,5,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017783,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,1,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55739,0,0,0.033885,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,2,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55739,0,0,0.033926,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,3,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55739,0,0,0.033898,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,4,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55739,0,0,0.033466,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
mmio_ordering_bug,fixed,5,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55739,0,0,0.033797,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,1,smoke,baseline_no_recorder,compiler_c_scaled,true,62,16,0,0,0.002611,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,2,smoke,baseline_no_recorder,compiler_c_scaled,true,62,16,0,0,0.002035,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,3,smoke,baseline_no_recorder,compiler_c_scaled,true,62,16,0,0,0.001913,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,4,smoke,baseline_no_recorder,compiler_c_scaled,true,62,16,0,0,0.001908,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,5,smoke,baseline_no_recorder,compiler_c_scaled,true,62,16,0,0,0.001958,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,1,short,baseline_no_recorder,compiler_c_scaled,true,1538,338,0,0,0.002097,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,2,short,baseline_no_recorder,compiler_c_scaled,true,1538,338,0,0,0.002065,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,3,short,baseline_no_recorder,compiler_c_scaled,true,1538,338,0,0,0.002168,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,4,short,baseline_no_recorder,compiler_c_scaled,true,1538,338,0,0,0.002241,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,5,short,baseline_no_recorder,compiler_c_scaled,true,1538,338,0,0,0.002134,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,1,medium,baseline_no_recorder,compiler_c_scaled,true,5954,1298,0,0,0.002800,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,2,medium,baseline_no_recorder,compiler_c_scaled,true,5954,1298,0,0,0.002915,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,3,medium,baseline_no_recorder,compiler_c_scaled,true,5954,1298,0,0,0.002882,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,4,medium,baseline_no_recorder,compiler_c_scaled,true,5954,1298,0,0,0.002837,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,5,medium,baseline_no_recorder,compiler_c_scaled,true,5954,1298,0,0,0.002866,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,1,long,baseline_no_recorder,compiler_c_scaled,true,23618,5138,0,0,0.005631,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,2,long,baseline_no_recorder,compiler_c_scaled,true,23618,5138,0,0,0.005657,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,3,long,baseline_no_recorder,compiler_c_scaled,true,23618,5138,0,0,0.005707,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,4,long,baseline_no_recorder,compiler_c_scaled,true,23618,5138,0,0,0.005585,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,5,long,baseline_no_recorder,compiler_c_scaled,true,23618,5138,0,0,0.005793,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,1,stress,baseline_no_recorder,compiler_c_scaled,true,94274,20498,0,0,0.016771,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,2,stress,baseline_no_recorder,compiler_c_scaled,true,94274,20498,0,0,0.016674,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,3,stress,baseline_no_recorder,compiler_c_scaled,true,94274,20498,0,0,0.016653,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,4,stress,baseline_no_recorder,compiler_c_scaled,true,94274,20498,0,0,0.017063,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,failing,5,stress,baseline_no_recorder,compiler_c_scaled,true,94274,20498,0,0,0.017405,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,1,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1660,0,0,0.002729,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,2,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1660,0,0,0.002784,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,3,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1660,0,0,0.002721,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,4,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1660,0,0,0.002706,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,5,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1660,0,0,0.002756,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,1,short,baseline_no_recorder,compiler_c_scaled,true,10000,3157,0,0,0.003537,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,2,short,baseline_no_recorder,compiler_c_scaled,true,10000,3157,0,0,0.003448,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,3,short,baseline_no_recorder,compiler_c_scaled,true,10000,3157,0,0,0.003468,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,4,short,baseline_no_recorder,compiler_c_scaled,true,10000,3157,0,0,0.003473,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,5,short,baseline_no_recorder,compiler_c_scaled,true,10000,3157,0,0,0.003457,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,1,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15978,0,0,0.009878,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,2,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15978,0,0,0.009884,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,3,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15978,0,0,0.014353,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,4,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15978,0,0,0.009779,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,5,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15978,0,0,0.009852,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,1,long,baseline_no_recorder,compiler_c_scaled,true,100000,30597,0,0,0.017786,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,2,long,baseline_no_recorder,compiler_c_scaled,true,100000,30597,0,0,0.018062,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,3,long,baseline_no_recorder,compiler_c_scaled,true,100000,30597,0,0,0.017824,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,4,long,baseline_no_recorder,compiler_c_scaled,true,100000,30597,0,0,0.018044,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,5,long,baseline_no_recorder,compiler_c_scaled,true,100000,30597,0,0,0.017944,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,1,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55738,0,0,0.033565,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,2,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55738,0,0,0.033960,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,3,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55738,0,0,0.033908,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,4,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55738,0,0,0.034329,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
stack_corruption_bug,fixed,5,stress,baseline_no_recorder,compiler_c_scaled,true,200000,55738,0,0,0.034316,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,1,smoke,baseline_no_recorder,compiler_c_scaled,true,67,17,0,0,0.002398,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,2,smoke,baseline_no_recorder,compiler_c_scaled,true,67,17,0,0,0.001995,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,3,smoke,baseline_no_recorder,compiler_c_scaled,true,67,17,0,0,0.002020,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,4,smoke,baseline_no_recorder,compiler_c_scaled,true,67,17,0,0,0.001886,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,5,smoke,baseline_no_recorder,compiler_c_scaled,true,67,17,0,0,0.002978,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,1,short,baseline_no_recorder,compiler_c_scaled,true,1543,339,0,0,0.002124,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,2,short,baseline_no_recorder,compiler_c_scaled,true,1543,339,0,0,0.002183,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,3,short,baseline_no_recorder,compiler_c_scaled,true,1543,339,0,0,0.002149,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,4,short,baseline_no_recorder,compiler_c_scaled,true,1543,339,0,0,0.002141,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,5,short,baseline_no_recorder,compiler_c_scaled,true,1543,339,0,0,0.002150,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,1,medium,baseline_no_recorder,compiler_c_scaled,true,5959,1299,0,0,0.002830,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,2,medium,baseline_no_recorder,compiler_c_scaled,true,5959,1299,0,0,0.002902,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,3,medium,baseline_no_recorder,compiler_c_scaled,true,5959,1299,0,0,0.002793,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,4,medium,baseline_no_recorder,compiler_c_scaled,true,5959,1299,0,0,0.002886,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,5,medium,baseline_no_recorder,compiler_c_scaled,true,5959,1299,0,0,0.002790,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,1,long,baseline_no_recorder,compiler_c_scaled,true,23623,5139,0,0,0.005630,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,2,long,baseline_no_recorder,compiler_c_scaled,true,23623,5139,0,0,0.005676,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,3,long,baseline_no_recorder,compiler_c_scaled,true,23623,5139,0,0,0.005692,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,4,long,baseline_no_recorder,compiler_c_scaled,true,23623,5139,0,0,0.005624,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,5,long,baseline_no_recorder,compiler_c_scaled,true,23623,5139,0,0,0.005720,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,1,stress,baseline_no_recorder,compiler_c_scaled,true,94279,20499,0,0,0.016613,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,2,stress,baseline_no_recorder,compiler_c_scaled,true,94279,20499,0,0,0.016802,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,3,stress,baseline_no_recorder,compiler_c_scaled,true,94279,20499,0,0,0.016616,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,4,stress,baseline_no_recorder,compiler_c_scaled,true,94279,20499,0,0,0.016779,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,failing,5,stress,baseline_no_recorder,compiler_c_scaled,true,94279,20499,0,0,0.016835,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,1,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002938,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,2,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002726,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,3,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002777,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,4,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002634,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,5,smoke,baseline_no_recorder,compiler_c_scaled,true,5000,1661,0,0,0.002698,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,1,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003590,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,2,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003524,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,3,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003524,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,4,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003504,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,5,short,baseline_no_recorder,compiler_c_scaled,true,10000,3158,0,0,0.003476,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,1,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009842,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,2,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009782,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,3,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009978,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,4,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009874,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,5,medium,baseline_no_recorder,compiler_c_scaled,true,50000,15979,0,0,0.009840,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,1,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017636,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,2,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.017902,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
uart_command_bug,fixed,3,long,baseline_no_recorder,compiler_c_scaled,true,100000,30598,0,0,0.018073,NA,NA,NA,NA,MEASURED,measured same scaled firmware/stimulus
