architecture,recorder_config,benchmark,variant,seed,firmware_source,compiler_backed,firmware_sha256,rtl_record_status,capsule_export_status,replay_status,property_id_record,property_id_replay,commit_match,event_match,final_signature_match,capsule_bytes,cycles_to_failure,commits_to_failure,overflow,replay_consumer_status,replay_consumer_checked,replay_consumer_consumed,replay_consumer_expected,replay_consumer_error_code,stream_event_count,stream_event_sent_count,replay_critical_event_count,stream_stall_count,dropped_diagnostic_count,replay_critical_overflow_count,notes
v2,hashed,sensor_threshold_bug,failing,1,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,3,3,PASS,PASS,PASS,8,128,31,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=3 events=1 cycles=127 commits=31 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,sensor_threshold_bug,failing,2,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,3,3,PASS,PASS,PASS,8,128,31,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=3 events=1 cycles=127 commits=31 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,sensor_threshold_bug,failing,3,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,3,3,PASS,PASS,PASS,8,128,31,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=3 events=1 cycles=127 commits=31 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,sensor_threshold_bug,fixed,1,compiler_c,true,030521a21efd0a34b9054cc9c189a34aad5fda58abe9d122ca9d0c7590b5f8b8,PASS,PASS,PASS,0,0,NA,PASS,PASS,24,100000,33327,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=3 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,sensor_threshold_bug,fixed,2,compiler_c,true,030521a21efd0a34b9054cc9c189a34aad5fda58abe9d122ca9d0c7590b5f8b8,PASS,PASS,PASS,0,0,NA,PASS,PASS,24,100000,33327,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=3 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,sensor_threshold_bug,fixed,3,compiler_c,true,030521a21efd0a34b9054cc9c189a34aad5fda58abe9d122ca9d0c7590b5f8b8,PASS,PASS,PASS,0,0,NA,PASS,PASS,24,100000,33327,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=3 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,sensor_threshold_bug,no_failure_edge,1,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=no_failure_edge seed=1 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,sensor_threshold_bug,no_failure_edge,2,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=no_failure_edge seed=2 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,sensor_threshold_bug,no_failure_edge,3,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=no_failure_edge seed=3 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,interrupt_race_bug,failing,1,compiler_c,true,eb831e5251bbb085a4a48b9cd5410a94ff3aec29ac284b044ad14ff84512d592,PASS,PASS,PASS,2,2,PASS,PASS,PASS,24,61,15,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=2 events=3 cycles=60 commits=15 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,interrupt_race_bug,failing,2,compiler_c,true,eb831e5251bbb085a4a48b9cd5410a94ff3aec29ac284b044ad14ff84512d592,PASS,PASS,PASS,2,2,PASS,PASS,PASS,24,61,15,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=2 events=3 cycles=60 commits=15 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,interrupt_race_bug,failing,3,compiler_c,true,eb831e5251bbb085a4a48b9cd5410a94ff3aec29ac284b044ad14ff84512d592,PASS,PASS,PASS,2,2,PASS,PASS,PASS,24,61,15,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=2 events=3 cycles=60 commits=15 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,interrupt_race_bug,fixed,1,compiler_c,true,acc2d9c45d5403575a85a04d26e57a4cbba6de6b00fb79131ce419e6a9df12f9,PASS,PASS,PASS,0,0,NA,PASS,PASS,32,100000,33326,false,PASS,true,4,4,0,4,4,4,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=4 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 4/4"""
v2,hashed,interrupt_race_bug,fixed,2,compiler_c,true,acc2d9c45d5403575a85a04d26e57a4cbba6de6b00fb79131ce419e6a9df12f9,PASS,PASS,PASS,0,0,NA,PASS,PASS,32,100000,33326,false,PASS,true,4,4,0,4,4,4,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=4 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 4/4"""
v2,hashed,interrupt_race_bug,fixed,3,compiler_c,true,acc2d9c45d5403575a85a04d26e57a4cbba6de6b00fb79131ce419e6a9df12f9,PASS,PASS,PASS,0,0,NA,PASS,PASS,32,100000,33326,false,PASS,true,4,4,0,4,4,4,0,0,0,"PASS replay benchmark=interrupt_race_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=4 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 4/4"""
v2,hashed,mmio_ordering_bug,failing,1,compiler_c,true,a4ec640d98e1bac6c5b57d4f6073589d14d0ca5aedf8e8452042f79da5b64111,PASS,PASS,PASS,5,5,PASS,PASS,PASS,16,59,16,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=5 events=2 cycles=58 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,mmio_ordering_bug,failing,2,compiler_c,true,a4ec640d98e1bac6c5b57d4f6073589d14d0ca5aedf8e8452042f79da5b64111,PASS,PASS,PASS,5,5,PASS,PASS,PASS,16,59,16,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=5 events=2 cycles=58 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,mmio_ordering_bug,failing,3,compiler_c,true,a4ec640d98e1bac6c5b57d4f6073589d14d0ca5aedf8e8452042f79da5b64111,PASS,PASS,PASS,5,5,PASS,PASS,PASS,16,59,16,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=5 events=2 cycles=58 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,mmio_ordering_bug,fixed,1,compiler_c,true,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33328,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,mmio_ordering_bug,fixed,2,compiler_c,true,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33328,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,mmio_ordering_bug,fixed,3,compiler_c,true,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33328,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,stack_corruption_bug,failing,1,compiler_c,true,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,PASS,PASS,PASS,4,4,PASS,PASS,PASS,0,62,16,false,PASS,true,0,0,0,0,0,0,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=4 events=0 cycles=61 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 0/0"""
v2,hashed,stack_corruption_bug,failing,2,compiler_c,true,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,PASS,PASS,PASS,4,4,PASS,PASS,PASS,0,62,16,false,PASS,true,0,0,0,0,0,0,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=4 events=0 cycles=61 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 0/0"""
v2,hashed,stack_corruption_bug,failing,3,compiler_c,true,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,PASS,PASS,PASS,4,4,PASS,PASS,PASS,0,62,16,false,PASS,true,0,0,0,0,0,0,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=4 events=0 cycles=61 commits=16 notes=""record/replay canonical events match; rtl replay consumer consumed 0/0"""
v2,hashed,stack_corruption_bug,fixed,1,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33327,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,stack_corruption_bug,fixed,2,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33327,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,stack_corruption_bug,fixed,3,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33327,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,failing,1,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,24,67,18,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=uart_command_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=1 events=3 cycles=66 commits=18 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,uart_command_bug,failing,2,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,24,67,18,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=uart_command_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=1 events=3 cycles=66 commits=18 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,uart_command_bug,failing,3,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,24,67,18,false,PASS,true,3,3,0,3,3,3,0,0,0,"PASS replay benchmark=uart_command_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=1 events=3 cycles=66 commits=18 notes=""record/replay canonical events match; rtl replay consumer consumed 3/3"""
v2,hashed,uart_command_bug,fixed,1,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,fixed,2,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,fixed,3,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,no_failure_edge,1,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=1 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,no_failure_edge,2,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=2 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,uart_command_bug,no_failure_edge,3,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,8,100000,33328,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=3 arch=v2 recorder_config=hashed property=0 events=1 cycles=100000 commits=33328 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,watchdog_timeout_bug,failing,1,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,8,105,26,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=1 arch=v2 recorder_config=hashed property=6 events=1 cycles=104 commits=26 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,watchdog_timeout_bug,failing,2,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,8,105,26,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=2 arch=v2 recorder_config=hashed property=6 events=1 cycles=104 commits=26 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,watchdog_timeout_bug,failing,3,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,8,105,26,false,PASS,true,1,1,0,1,1,1,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=3 arch=v2 recorder_config=hashed property=6 events=1 cycles=104 commits=26 notes=""record/replay canonical events match; rtl replay consumer consumed 1/1"""
v2,hashed,watchdog_timeout_bug,fixed,1,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,64,100000,33322,false,PASS,true,8,8,0,8,8,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=1 arch=v2 recorder_config=hashed property=0 events=8 cycles=100000 commits=33322 notes=""record/replay canonical events match; rtl replay consumer consumed 8/8"""
v2,hashed,watchdog_timeout_bug,fixed,2,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,64,100000,33322,false,PASS,true,8,8,0,8,8,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=2 arch=v2 recorder_config=hashed property=0 events=8 cycles=100000 commits=33322 notes=""record/replay canonical events match; rtl replay consumer consumed 8/8"""
v2,hashed,watchdog_timeout_bug,fixed,3,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,64,100000,33322,false,PASS,true,8,8,0,8,8,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=3 arch=v2 recorder_config=hashed property=0 events=8 cycles=100000 commits=33322 notes=""record/replay canonical events match; rtl replay consumer consumed 8/8"""
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33327,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33327,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=2 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,16,100000,33327,false,PASS,true,2,2,0,2,2,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=3 arch=v2 recorder_config=hashed property=0 events=2 cycles=100000 commits=33327 notes=""record/replay canonical events match; rtl replay consumer consumed 2/2"""
v2,full,sensor_threshold_bug,failing,1,compiler_c,true,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,PASS,PASS,PASS,3,3,PASS,PASS,PASS,352,128,31,false,PASS,true,44,44,0,44,44,2,0,0,0,"PASS replay benchmark=sensor_threshold_bug variant=failing seed=1 arch=v2 recorder_config=full property=3 events=44 cycles=127 commits=31 notes=""record/replay replay-critical events match; rtl replay consumer consumed 44/44"""
